1.1.1,"Valla informativa de obra de medidas 2,20x1,20 m (incluyendo bolsillos / bordes dobleces y amarres, impresión útil 2,00x1,00 m), con sistema de amarre y tensado por varillas, impresión digital con resolución mínima de 720 DPI, tamaño de las letras según la cantidad del contenido en el banner, familia de la fuente Futura STD (convertida a curvas), soporte del banner con marco en ángulo de acero de 2""x3/16"" con bordes acodillados, de medidas 2,00x1,00 m (L x h); marco soporte soldado a dos (2) apoyos verticales en tubular estructural galvanizado de acero de 4""x4"" e.=6,0 mm L.=3,60 m (c/u), verticales soldados mediante varillas de acero a las canastillas de refuerzo de los dados para estabilidad y rigidez. Incluye soldaduras y complementarios, suministro, fabricación, montaje, anticorrosivo aplicado en dos (2) capas, acabado con esmalte sintético alquídico a base de aceite aplicado a tres (3) capas con pistola (incluye preparación de superficie y diluyente). NO incluye excavaciones, ni rellenos, ni concretos, ni aceros de refuerzo.",1039990,  
1.1.2,"Campamento provisional de obra 9 m2. Incluye excavaciones, rellenos, concretos de vigas de amarre, muros en bloque hueco de arcilla, cubierta en teja metálica ondulada y su estructura de soporte, ventanas y puertas metálicas en acero, aparatos e instalaciónes eléctricas, y todos los demás elementos para su correcto funcionamiento. NO incluye divisiones internas, ni aparatos sanitarios, ni adecuaciones de instalaciónes eléctricas o hidrosanitarios externas al campamento.",1301976,  
1.1.3,"Campamento provisional de obra 18 m2. Incluye excavaciones, rellenos, concretos de vigas de amarre, muros y divisiones en bloque hueco de arcilla, cubierta en teja metálica ondulada y su estructura de soporte, ventanas y puertas metálicas en acero, aparatos e instalaciónes eléctricas, aparatos e instalaciónes hidrosanitarias, y todos los demás elementos para su correcto funcionamiento. NO incluye adecuaciones de instalaciónes eléctricas o hidrosanitarios externas al campamento.",2804256,  
1.1.4,"Campamento provisional de obra 30 m2. Incluye excavaciones, rellenos, concretos de vigas de amarre, muros y divisiones en bloque hueco de arcilla, cubierta en teja metálica ondulada y su estructura de soporte, ventanas y puertas metálicas en acero, aparatos e instalaciónes eléctricas, aparatos e instalaciónes hidrosanitarias, y todos los demás elementos para su correcto funcionamiento. NO incluye adecuaciones de instalaciónes eléctricas o hidrosanitarios externas al campamento.",5238460,  
1.1.5,"Campamento provisional de obra 36 m2. Incluye excavaciones, rellenos, concretos de vigas de amarre, muros y divisiones en bloque hueco de arcilla, cubierta en teja metálica ondulada y su estructura de soporte, ventanas y puertas metálicas en acero, aparatos e instalaciónes eléctricas, aparatos e instalaciónes hidrosanitarias, y todos los demás elementos para su correcto funcionamiento. NO incluye adecuaciones de instalaciónes eléctricas o hidrosanitarios externas al campamento.",6286153,  
1.1.6,"Cerramiento provisional en polisombra densidad 80% de retención de luz h.=2,00 m, con estructura en durmientes de madera 4,0x4,0 cm distanciadas cada 2,00 m. Incluye dados de concreto f'c=2500 PSI 10x10x20 cm para los durmientes. El pago por metro lineal será medido en planta.",12447,  
1.1.7,"Cerramiento provisional en polisombra densidad 33% de retención de luz h.=2,00 m, con estructura en repisas de madera 4,0x8,0 cm distanciadas cada 0,70 m y refuerzo superior en la misma pieza repisa uniendo los verticales. Incluye dados de concreto f'c=2500 PSI 10x10x20 cm para los durmientes. El pago por metro lineal será medido en planta.",23136,  
1.1.8,"Cerramiento provisional en lona verde h.=2,00 m, con estructura en repisas de madera 5x10 cm distanciadas cada 0,70 m. Incluye dados de concreto f'c=2500 PSI 10x10x20 cm para las repisas. El pago por metro lineal será medido en planta.",16020,  
1.1.9,"Cerramiento provisional con postes en concreto y alambre de puas h.=2,20 m; postes prefabricados en concreto con sección 11,0x11,0 cm y h.=2,50 m hincados 30,0 cm en el terreno natural, distanciados cada 3,00 m entre ejes; alambre de puas cal.14 dispuesto en seis (6) filas / hilos separados cada 31,0 cm. El pago por metro lineal será medido en planta.",34039,  
1.1.10,"Cerramiento provisional en madera y teja metálica h.=2,50 m, estructura vertical en piezas de madera Vara de clavo (distanciadas cada 2,00 m) y horizontales en perfil repisas de madera ordinaria, recubrimiento con teja trapezoidal de zinc tipo ASESCO o equivalente. Incluye dados de concreto para las varas, base de mampostería acabado visto h.=20 cm en ladrillo tolete macizo 24,5x12x5,5 cm, una (1) puerta de dos naves de 2,00 m cada una con la misma tipología, cadena y candado. El pago por metro lineal será medido en planta.",74384,  
1.1.11,"Cerramiento provisional en lámina de acero cal.18 y tubulares metálicos de 2""x2"" cada 2,20m. Incluye dados de cimentación para cada tubular, aceros de refuerzo, soldaduras, tableros en lámina, tubulares, y cualquier otro requerido para su fabricación, instalación y puesta en funcionamiento. El pago por m2 será medido en alzado.",245815,  
1.1.12,Localización y replanteo (en caso de obras nuevas e intervenciones con movimientos de tierras deberá ser replanteo topográfico) por metro cuadrado de área construida (Área con ejecución de obra civil cubierta).,3076,  
1.1.13,Localización y replanteo (en caso de obras nuevas e intervenciones con movimientos de tierras deberá ser replanteo topográfico) por metro cuadrado de área intervenida (Área con ejecución de obra civil pero NO cubierta).,2460,  
1.1.14,"Campamento provisional en contenedor tipo bodega de 20 pies estandar, a=2,40m l=6,00m y h=2,40m. Incluye transporte, ubicación en la obra con montagargas de 3,5tn y baño sencillo tipo cabina. ",972800,  
1.3.1.1,"Demolición mecánica INTEGRAL de construcción existente de cualquier tipo entre uno (1) y dos (2) pisos, SIN RESCATE de elementos posiblemente útiles, incluyendo cualquier elemento interno y externo ligado con el funcionamiento intrínseco de la edificación (estructura, mampostería, enchapes, cubiertas, pisos, carpinterías de metal y madera, instalaciónes eléctricas, comunicaciones, hidrosanitarias, gas, etc.). Incluye excavadora y/o bola de demolición, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. La demolición se contempla hasta nivel de terreno incluyendo la placa de contrapiso. NO incluye excavaciones, ni cimentaciones, ni desmontes de rescatables. El m2 de pagó será medido en planta ocupada por las edificaciones contemplando todos sus pisos intermedios, NO por el m2 de cada nivel.",112535,  
1.3.1.2,"Demolición mecánica INTEGRAL de construcción existente de cualquier tipo entre tres (3) y cuatro (4) pisos, SIN RESCATE de elementos posiblemente útiles, incluyendo cualquier elemento interno y externo ligado con el funcionamiento intrínseco de la edificación (estructura, mampostería, enchapes, cubiertas, pisos, carpinterías de metal y madera, instalaciónes eléctricas, comunicaciones, hidrosanitarias, gas, etc.). Incluye excavadora y/o bola de demolición, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. La demolición se contempla hasta nivel de terreno incluyendo la placa de contrapiso. NO incluye excavaciones, ni cimentaciones, ni desmontes de rescatables. El m2 de pagó será medido en planta ocupada por las edificaciones contemplando todos sus pisos intermedios, NO por el m2 de cada nivel.",191311,  
1.3.2.1,"Demolición manual de repisas maciza en concreto e.<=5,0 cm (indiferente de la resistencia). Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",23068,  
1.3.2.2,"Desmonte manual de repisa existente en acero inoxidable a.<=50 cm. Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",27820,  
1.3.2.3,"Desmonte manual de mueble existente en acero inoxidable a.>40<=60 cm. Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",66768,  
1.3.2.4,"Desmonte manual de mueble existente del comedor, de tipología mesa y dos bancas corridas con estructura unificada y anclada al piso. Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",66768,  
1.3.2.5,"Demolición manual de mesones en concreto (indiferente de sus medidas). Incluye compresores neumáticos, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",14349,  
1.3.2.6,"Demolición manual de banca en concreto a.>40<=60 sin espaldar con apoyos en concreto (indiferente de sus medidas). Incluye compresores neumáticos, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. El pago mor metro será medido en la longitud de la banca una sola vez e incluirá la demolición de sus apoyos.",25000,  
1.3.2.7,"Demolición manual de camastros de 0,90x1,90 m en concreto reforzado (indiferente de la resistencia). Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",36166,  
1.3.2.8,"Demolición manual de camastros a.>0,80<=1,00 m, l.>1,80<=2,00 m, y e.>0,08<=0,10 m en concreto reforzado (indiferente de la resistencia). Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",36166,  
1.3.3.1,"Demolición manual de muro de madera. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. NO incluye reparaciones de muros posterior al desmonte.",7233,  
1.3.3.2,"Desmonte manual de divisiones modulares en perfilería metálica y tableros de aglomerado/triplex y vidrio. Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",7790,  
1.3.3.3,"Desmonte manual de marco divisiones y vidrios de ventanas metálicas (indiferente del tamaño). Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",15615,  
1.3.3.4,"Desmonte manual de marco divisiones y vidrios de ventanas metálicas blindadas antibalas embebidas en muros de concreto (indiferente del tamaño). Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",62459,  
1.3.3.5,"Desmonte manual de marco y hoja de puerta (de una hoja / hoja sencilla) (indiferente del material y tamaño). Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",27820,  
1.3.3.6,"Desmonte manual de marco de puertas de una hoja (indiferente del material y tamaño). Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye el desmonte de la hoja. NO incluye reparaciones de muros posterior al desmonte.",12638,  
1.3.3.7,"Desmonte manual de hoja de puerta (de una hoja / hoja sencilla) (indiferente del material y tamaño). Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye el desmonte del marco. NO incluye reparaciones de muros posterior al desmonte.",15185,  
1.3.3.8,"Desmonte manual de puertas metálicas de cabinas de baño (indiferente del material y tamaño). Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",15185,  
1.3.3.9,"Desmonte manual de marco y hoja de puerta reja / puerta barrotes (de una hoja / hoja sencilla) (indiferente del material y tamaño). Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",27820,  
1.3.3.10,"Desmonte manual de rejas metálicas en vanos de ventanas. Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",7109,  
1.3.3.11,"Desmonte manual de reja-cortina metálica existente, de medidas 1,00x2,00 m y hasta 2,50x2,50 m, incluyendo su marco / guías, unidad de resorte, láminas de acabado y oculte del resorte, y demás relacionados. Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",69550,  
1.3.3.12,"Desmonte manual de barandas metálicas (indiferente del material y tamaño), contemplando sus pasamanos, apoyos verticales, y cualquier otro relacionado. Incluye embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. El pago por metro lineal será medido en planta. NO incluye reparaciones de muros posterior al desmonte.",6677,  
1.3.3.13,"Demolición manual de escalera existente de madera a.=1,00, incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. NO incluye ningún elemento diferente a material de madera. NO incluye reparaciones de muros posterior al desmonte. El metro lineal de pago corresponde a la longitud de la escalera medida en planta.",83519,  
1.3.3.14,"Demoliciones y desmontes manuales necesarios para extracción de varillas de acero embebidas en concreto realizando la vez de pasos de escalera de gato, pasos en varilla ø.=3/4"" - 1"" distanciados aprox. 20 cm generando la escalera de altura total de 2,00 m. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental, NO incluye reparaciones posteriores. NO incluye reparaciones de muros posterior al desmonte.",89024,  
1.3.3.15,"Desmonte manual de escalera metálica tipo gato, sin guardacuerpos. Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte. El pago por metro lineal será medido en la altura de la escalera.",33384,  
1.3.3.16,"Desmonte manual de escalera metálica con estructura central y gualderas en perfilería pesada a.>75<=1,00 m, incluyendo sus huellas, contrahuellas, descanso, gualderas, barandas y pasamanos. Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte. El pago por metro lineal será medido en la longitud de la escalera medida en planta.",83460,  
1.3.3.17,"Desmonte manual de escalera existente en caracol con h.<=4,00 m y ø.<=2,00 m, contemplando tanto la estructura y baranda metálica como los pasos de la misma. Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",222560,  
1.3.3.18,"Desmonte manual de malla electrosoldada existente instalada en cubierta, puliendo los puntos de soldadura de soporte existentes que amarran la malla a la estructura soporte y retirando la misma, garantizando que la estructura permanezca inmodificable. NO incluye el retiro de ningún otro elemento. Incluye implementos para trabajos en altura, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",9459,  
1.3.3.19,"Desmonte manual de malla existente tipo gallinero o eslabonada, e instalada en cielo rasos o bajo cubiertas, incluyendo su estructura menor de apoyo, puliendo los puntos de soldadura y retirando las piezas embebidas en muros y/o concreto. NO incluye el retiro de ningún otro elemento. NO incluye reparaciones de muros posterior al desmonte. Incluye implementos para trabajos en altura, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",9459,  
1.3.3.20,"Desmonte manual de reja metálica existente fabricada en barrotes y/o varillas de acero, e instalada en cielo rasos o bajo cubiertas, incluyendo su estructura menor de apoyo, puliendo los puntos de soldadura y retirando las piezas embebidas en muros y/o concreto. NO incluye el retiro de ningún otro elemento. NO incluye reparaciones de muros posterior al desmonte. Incluye implementos para trabajos en altura, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",11351,  
1.3.3.21,"Desmonte manual de módulos metálicos con malla expandida y marcos en ángulo existentes instalados en la cubierta de patio, puliendo los puntos de soldadura de soporte existentes que amarran los módulos a la estructura soporte y retirando los mismos y su estructura. NO incluye el retiro de ningún otro elemento. NO incluye reparaciones de muros posterior al desmonte. Incluye implementos para trabajos en altura, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",14188,  
1.3.3.22,"Desmonte manual de malla eslabonada de cerramiento, puliendo los puntos de soldadura de soporte existentes que amarran la malla al marco en ángulo y retirando la misma, garantizando que el marco y su estructura de soporte permanezcan inmodificables. NO incluye el retiro de ningún otro elemento. Incluye elementos de soporte necesario para el cerramiento durante la ejecución de la labor, implementos para trabajos en altura, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte. El pago por m2 será medido en el alzado útil del cerramiento.",15615,  
1.3.3.23,"Desmonte manual del cerramiento existente incluyendo la totalidad de los elementos que la componen (tubulares principales, marcos, contramarcos, pisamallas, mallas, anclajes, soportes diagonales, etc.). NO incluye la demolición de ningún elemento en concreto o mampostería. Incluye elementos de soporte necesario para el cerramiento durante la ejecución de la labor, implementos para trabajos en altura, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte. El pago por m2 será medido en el alzado útil del cerramiento.",31230,  
1.3.3.24,"Desmonte manual de concertina existente. Incluye implementos para trabajos en altura, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables. NO incluye desmonte o demolición de ningún elemento relacionado. NO incluye reparaciones de muros posterior al desmonte. El pago por metro lineal será medido en la longitud en planta, NO por la longitud del desarrollo de la concertina.",8346,  
1.3.3.25,"Desmonte manual de compuerta / tapa de acceso a cubierta y/o tanque (indiferente del material), con medidas desde 60x60 cm hasta 1,20x1,20 cm. Incluye la hoja y su marco, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores. NO incluye reparaciones de muros posterior al desmonte.",13910,  
1.3.4.1,"Protección del cielo raso existente dejado expuesto posterior al desmonte de la cubierta, mediante la instalación de polietileno negro cal.4 en capa sencilla. Incluye amarres y demas requeridos para su instalación. NO INCLUYE ANDAMIAJE PUES ES UNA ACTIVIDAD COMPLEMENTARIA EJECUTADA PARALELAMENTE AL DESMONTE DE LA CUBIERTA.",2924,  
1.3.4.2,"Desmonte manual de canal Ds.<=50 cm indiferente de su material (polímero, lámina de acero negro o galvanizado, arcilla, etc.), incluyendo el retiro del sistema de soportería relacionado a la canal. Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",10529,  
1.3.4.3,"Desmonte manual de bajante ø.<=4"" cm indiferente de su material (polímero, lámina de acero negro o galvanizado, arcilla, etc.), incluyendo el retiro del sistema de soportería relacionado a la bajante. Incluye implementos para trabajos en altura, embalaje con polietileno de burbuja y recubrimiento final con láminas de cartón corrugado respectivamente amarradas con zuncho, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables, limpieza y retiro de escombros menores.",8774,  
1.3.4.4,"Demolición manual y retiro de la impermeabilización / manto existente. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. NO incluye demolición del alistado.",2782,  
1.3.4.5,"Demolición manual y retiro de la impermeabilización existente y de su respectivo alistado de superficie (indiferente del espesor y composición). Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",7790,  
1.3.4.6,"Desmonte manual de tejas de barro de cubierta, sus cumbreras, limahoyas y limatezas (indiferente del tipo y tamaño), y su correspondientes lisones, cabios, y correas de apoyo (siempre y cuando estas últimas NO sean de carga), demolición del alistado de las tejas y de la esterilla de guadua. Incluye elementos de soporte necesario para la cubierta durante la ejecución de la labor, implementos para trabajos en altura, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables.",13960,  
1.3.4.7,"Desmonte manual de tejas de asbesto cemento y/o fibrocemento de cubierta (indiferente del tipo y tamaño) y sus correspondientes lisones, cabios, y correas de apoyo (siempre y cuando estas últimas NO sean de carga). Incluye elementos de soporte necesario para la cubierta durante la ejecución de la labor, implementos para trabajos en altura, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables.",8787,  
1.3.4.8,"Desmonte manual de tejas metálicas termoacústicas y/o de tipo bandeja sencilla de cubierta y/o de zinc (indiferente del tipo y tamaño) y su correspondientes lisones, cabios, y correas de apoyo (siempre y cuando estas últimas NO sean de carga). Incluye elementos de soporte necesario para la cubierta durante la ejecución de la labor, implementos para trabajos en altura, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables.",8346,  
1.3.4.9,"Desmonte manual de tejas traslucidas plásticas y/o policarbonato y/o de PVC (indiferente del tipo y tamaño) y su correspondientes lisones, cabios, y correas de apoyo (siempre y cuando estas últimas NO sean de carga). Incluye elementos de soporte necesario para la cubierta durante la ejecución de la labor, implementos para trabajos en altura, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental, transporte y proceso de almacenamiento hasta la bodega que disponga el director del establecimiento para los elementos reutilizables.",7233,  
1.3.5.1,"Picada de alistado en mortero realizado con herramienta menor garantizando una superficie burda para adherencia de posterior alistado. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. APLICA SOLO CUANDO NO HAY MATERIAL DE ACABADO.",3895,  
1.3.5.2,"Picada de piso en concreto realizado con herramienta menor garantizando una superficie burda para adherencia de posterior alistado. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. APLICA SOLO CUANDO NO HAY MATERIAL DE ACABADO.",4451,  
1.3.5.3,"Demolición manual de guardaescobas (indiferente del material y espesor). Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",3895,  
1.3.5.4,"Demolición manual de alistado de piso en mortero (indiferente del espesor y composición). Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental. APLICA SOLO CUANDO NO HAY MATERIAL DE ACABADO, Y CUANDO EL ALISTADO NO ES EN CONCRETO.",6232,  
1.3.5.5,"Demolición manual de alistado de piso y material de acabado de tipo liviano (cerámico, arcilla. gres, o baldosas livianas de cemento) con espesor 4 cm o menor. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",7790,  
1.3.5.6,"Demolición manual de alistado de piso y material de acabado de tipo medio (baldosas macizas de cemento, mortero mineralizado) con espesor 4 cm o menor. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",10126,  
1.3.5.7,"Demolición manual de alistado de piso y material de acabado de tipo pesado (concreto ya fuese endurecido y/o esmaltado) con espesor 4 cm o menor. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",12463,  
1.3.5.8,"Demolición manual de alistado de piso y material de acabado de tipo liviano (cerámico, arcilla. gres, o baldosas livianas de cemento) con e.<=10 cm. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",8500,  
1.3.5.9,"Desmonte manual de acabado de piso de listones de madera. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",5564,  
1.3.5.10,"Desmonte manual cuidadosa y controlada de acabado de piso de listones de madera, garantizando la permanencia y no daño de la estructura de soporte. Incluye cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",15301,  
1.3.6.1,"Suspensión del servicio de acometida hidráulica al ingreso del edificio y posterior al medidor, mediante corte de la red e instalación de válvula registro tipo cortina 1"", garantizando que la red con servicio no entorpezca las labores posteriores de demolición. NO incluye desmonte o demolición de instalaciónes.",94490,  
1.3.6.2,"Suspensión del servicio de acometida eléctrica al ingreso del edificio y posterior al medidor, mediante corte controlado del servicio de energía, desconexión / corte del cableado, movimiento de la acometida hasta tablero provisional, y reactivación del servicio para el resto del establecimiento, garantizando que la red con servicio no entorpezca las labores posteriores de demolición. NO incluye desmonte o demolición de instalaciónes.",278200,  
1.3.6.3,"Sellado de puntos hidráulicos existentes de 1/2"" a 1,1/2"" en pared o piso, incluyendo la demolición en el área aferente a la salida del punto, el corte de la tubería para garantizar que no sobresalga posterior al sellado, instalación de tapón soldado, reparación de demolición con concreto con gravilla fina f'c=3000, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",12762,  
1.3.6.4,"Sellado de puntos sanitarios existentes de 2"" a 4"" en pared o piso, incluyendo la demolición en el área aferente a la salida del punto, el corte de la tubería para garantizar que no sobresalga posterior al sellado, instalación de tapón soldado, reparación de demolición con concreto con gravilla fina f'c=3000, cargue, retiro, disposición de escombros a sitio aprobado por la autoridad ambiental.",19812,  
